identifies_as_woman,identifies_as_hispanic_or_latinx,identifies_as_black,identifies_as_white,highest_education_level,state,direction_country_headed,should_incarcerated_vote,incarceration_impacts_motivation_to_vote
False,False,False,True,High school or GED or less,,Wrong track,No,Decreased my motivation to vote
False,False,False,True,High school or GED or less,,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,,Wrong track,Yes,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,,In between,Yes,No impact
False,False,False,True,High school or GED or less,,No opinion,Yes,No impact
False,False,False,True,High school or GED or less,,In between,No,No impact
False,False,False,True,High school or GED or less,,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,,Wrong track,Yes,No impact
False,False,False,True,High school or GED or less,,Wrong track,No,No impact
False,False,False,True,High school or GED or less,,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,,Wrong track,Yes,Slightly decreased my motivation to vote
False,False,False,True,High school or GED or less,,Wrong track,Yes,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,,No opinion,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,,In between,Yes,No impact
False,False,False,True,High school or GED or less,,Wrong track,Yes,Decreased my motivation to vote
False,False,False,True,High school or GED or less,,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,,No opinion,Yes,No impact
False,False,False,True,High school or GED or less,,In between,Don't know / No opinion,Increased my motivation to vote
False,False,False,True,High school or GED or less,,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,,In between,Yes,No impact
False,False,False,True,High school or GED or less,,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,,In between,No,Increased my motivation to vote
False,False,False,True,High school or GED or less,,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,,Right direction,Yes,No impact
False,False,False,True,High school or GED or less,,In between,Yes,No impact
False,False,False,True,High school or GED or less,,Wrong track,Yes,No impact
False,False,False,True,High school or GED or less,,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,,Right direction,Yes,No impact
False,False,False,True,High school or GED or less,,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,,No opinion,Yes,No impact
False,False,False,True,High school or GED or less,,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,,Right direction,No,No impact
False,False,False,True,High school or GED or less,,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,,Wrong track,Yes,No impact
False,False,False,True,High school or GED or less,,In between,Yes,No impact
False,False,False,True,High school or GED or less,,In between,Yes,No impact
False,False,False,True,High school or GED or less,,Wrong track,Don't know / No opinion,Slightly decreased my motivation to vote
False,False,False,True,High school or GED or less,,Right direction,Yes,No impact
False,False,False,True,High school or GED or less,,Right direction,Yes,Slightly decreased my motivation to vote
False,False,False,True,High school or GED or less,,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,,In between,No,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,,Right direction,Yes,Decreased my motivation to vote
False,False,False,True,High school or GED or less,,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,,Wrong track,Don't know / No opinion,No impact
False,False,False,True,High school or GED or less,,Wrong track,No,No impact
False,False,False,True,High school or GED or less,,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,,No opinion,No,Increased my motivation to vote
False,False,False,True,High school or GED or less,,Right direction,Yes,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,,Wrong track,No,No impact
False,False,False,True,High school or GED or less,AR,Wrong track,Yes,No impact
False,False,False,True,High school or GED or less,AR,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,Wrong track,Yes,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,AR,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,Wrong track,Yes,No impact
False,False,False,True,High school or GED or less,AR,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,In between,Yes,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,AR,Right direction,No,No impact
False,False,False,True,High school or GED or less,AR,Wrong track,Yes,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,AR,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,No opinion,Yes,No impact
False,False,False,True,High school or GED or less,AR,Wrong track,Yes,No impact
False,False,False,True,High school or GED or less,AR,Right direction,No,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,Wrong track,Yes,No impact
False,False,False,True,High school or GED or less,AR,No opinion,Yes,No impact
False,False,False,True,High school or GED or less,AR,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,Wrong track,Yes,No impact
False,False,False,True,High school or GED or less,AR,No opinion,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,In between,Yes,Decreased my motivation to vote
False,False,False,True,High school or GED or less,AR,In between,No,No impact
False,False,False,True,High school or GED or less,AR,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,No opinion,Yes,No impact
False,False,False,True,High school or GED or less,AR,Right direction,Yes,Decreased my motivation to vote
False,False,False,True,High school or GED or less,AR,No opinion,Don't know / No opinion,No impact
False,False,False,True,High school or GED or less,AR,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,Wrong track,Yes,Decreased my motivation to vote
False,False,False,True,High school or GED or less,AR,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,In between,Yes,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,AR,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,Right direction,Yes,No impact
False,False,False,True,High school or GED or less,AR,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,Right direction,Yes,Decreased my motivation to vote
False,False,False,True,High school or GED or less,AR,In between,Yes,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,AR,In between,Yes,No impact
False,False,False,True,High school or GED or less,AR,Wrong track,Yes,No impact
False,False,False,True,High school or GED or less,AR,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,Right direction,Yes,No impact
False,False,False,True,High school or GED or less,AR,Right direction,No,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,Wrong track,Yes,No impact
False,False,False,True,High school or GED or less,AR,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,In between,No,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,Wrong track,Yes,No impact
False,False,False,True,High school or GED or less,AR,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,Wrong track,Yes,No impact
False,False,False,True,High school or GED or less,AR,In between,Yes,No impact
False,False,False,True,High school or GED or less,AR,Wrong track,Yes,No impact
False,False,False,True,High school or GED or less,AR,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,Wrong track,Yes,No impact
False,False,False,True,High school or GED or less,AR,Wrong track,Yes,No impact
False,False,False,True,High school or GED or less,AR,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,Wrong track,Yes,No impact
False,False,False,True,High school or GED or less,AR,Right direction,Yes,Decreased my motivation to vote
False,False,False,True,High school or GED or less,AR,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,Right direction,Yes,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,AR,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,Wrong track,No,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,Right direction,Yes,No impact
False,False,False,True,High school or GED or less,AR,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,Wrong track,No,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,Wrong track,No,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,Right direction,Yes,No impact
False,False,False,True,High school or GED or less,AR,Right direction,Yes,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,AR,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,In between,No,No impact
False,False,False,True,High school or GED or less,AR,Right direction,No,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,AR,In between,No,No impact
False,False,False,True,High school or GED or less,AR,Right direction,Yes,No impact
False,False,False,True,High school or GED or less,AR,In between,Yes,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,No,No impact
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,Decreased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,No impact
False,False,False,True,High school or GED or less,KS,Wrong track,Don't know / No opinion,No impact
False,False,False,True,High school or GED or less,KS,In between,Don't know / No opinion,No impact
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,No opinion,Yes,Decreased my motivation to vote
False,False,False,True,High school or GED or less,KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,No,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,Decreased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,Decreased my motivation to vote
False,False,False,True,High school or GED or less,KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,No impact
False,False,False,True,High school or GED or less,KS,In between,Yes,No impact
False,False,False,True,High school or GED or less,KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,No impact
False,False,False,True,High school or GED or less,KS,In between,Yes,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,No,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,No,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Right direction,No,No impact
False,False,False,True,High school or GED or less,KS,In between,Yes,No impact
False,False,False,True,High school or GED or less,KS,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,No,No impact
False,False,False,True,High school or GED or less,KS,Wrong track,Don't know / No opinion,No impact
False,False,False,True,High school or GED or less,KS,No opinion,Don't know / No opinion,No impact
False,False,False,True,High school or GED or less,KS,In between,Yes,No impact
False,False,False,True,High school or GED or less,KS,No opinion,Don't know / No opinion,No impact
False,False,False,True,High school or GED or less,KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,Don't know / No opinion,No impact
False,False,False,True,High school or GED or less,KS,In between,Don't know / No opinion,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,Yes,No impact
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,No impact
False,False,False,True,High school or GED or less,KS,No opinion,Don't know / No opinion,Decreased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,No opinion,Yes,No impact
False,False,False,True,High school or GED or less,KS,Wrong track,No,Slightly decreased my motivation to vote
False,False,False,True,High school or GED or less,KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,No opinion,Don't know / No opinion,No impact
False,False,False,True,High school or GED or less,KS,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,No opinion,No,No impact
False,False,False,True,High school or GED or less,KS,In between,Don't know / No opinion,No impact
False,False,False,True,High school or GED or less,KS,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,No,No impact
False,False,False,True,High school or GED or less,KS,Right direction,Yes,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,Yes,No impact
False,False,False,True,High school or GED or less,KS,No opinion,Yes,Decreased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,Decreased my motivation to vote
False,False,False,True,High school or GED or less,KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Right direction,Yes,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Right direction,No,No impact
False,False,False,True,High school or GED or less,KS,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,No,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Right direction,No,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,No impact
False,False,False,True,High school or GED or less,KS,In between,Yes,No impact
False,False,False,True,High school or GED or less,KS,In between,Yes,No impact
False,False,False,True,High school or GED or less,KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,No,No impact
False,False,False,True,High school or GED or less,KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,No,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,No,No impact
False,False,False,True,High school or GED or less,KS,Right direction,Yes,Slightly decreased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,No,Slightly decreased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,Slightly increased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Right direction,Yes,No impact
False,False,False,True,High school or GED or less,KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,Yes,No impact
False,False,False,True,High school or GED or less,KS,Right direction,No,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Right direction,Yes,Decreased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,No impact
False,False,False,True,High school or GED or less,KS,In between,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Right direction,Yes,Decreased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,Yes,No impact
False,False,False,True,High school or GED or less,KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Wrong track,Yes,No impact
False,False,False,True,High school or GED or less,KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,No,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,High school or GED or less,KS,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,Slightly increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,Slightly increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,No opinion,Yes,Slightly decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,Decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,No,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Right direction,No,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,No,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,Slightly increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,No,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,Decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,No,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,Decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,No,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Right direction,No,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,No,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,Slightly decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Don't know / No opinion,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Right direction,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Right direction,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,Slightly increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Don't know / No opinion,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Right direction,No,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,No,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Right direction,No,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,Decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Right direction,Yes,Slightly increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Right direction,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,Decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Right direction,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Right direction,Yes,Slightly increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,No opinion,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Right direction,No,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,Slightly increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Right direction,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,Slightly decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,No,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,No,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,No,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,Slightly increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Right direction,No,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,Decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,No,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,Slightly increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Right direction,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,Slightly increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,No opinion,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,No,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,No,Slightly decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,No,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,Yes,Slightly decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Don't know / No opinion,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,Wrong track,No,Decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,No,Decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,No,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Don't know / No opinion,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",,In between,Yes,Increased my motivation to vote
